sep=,
Iteration,Best Fitness,Average Fitness,Best Fitness Percentage
134,160.0,160.0,98.76543209876543
135,160.0,160.0,98.76543209876543
136,160.0,160.0,98.76543209876543
137,160.0,160.0,98.76543209876543
138,160.0,160.0,98.76543209876543
139,160.0,160.0,98.76543209876543
140,160.0,160.0,98.76543209876543
141,160.0,160.0,98.76543209876543
142,160.0,160.0,98.76543209876543
143,160.0,160.0,98.76543209876543
144,160.0,160.0,98.76543209876543
145,160.0,160.0,98.76543209876543
146,160.0,160.0,98.76543209876543
147,160.0,160.0,98.76543209876543
148,160.0,160.0,98.76543209876543
149,160.0,160.0,98.76543209876543
150,160.0,160.0,98.76543209876543
151,160.0,160.0,98.76543209876543
152,160.0,160.0,98.76543209876543
153,160.0,160.0,98.76543209876543
154,160.0,160.0,98.76543209876543
155,160.0,160.0,98.76543209876543
156,160.0,160.0,98.76543209876543
157,160.0,160.0,98.76543209876543
158,160.0,160.0,98.76543209876543
159,160.0,160.0,98.76543209876543
160,160.0,160.0,98.76543209876543
161,160.0,160.0,98.76543209876543
162,160.0,160.0,98.76543209876543
163,160.0,160.0,98.76543209876543
164,160.0,160.0,98.76543209876543
165,160.0,160.0,98.76543209876543
166,160.0,160.0,98.76543209876543
167,160.0,160.0,98.76543209876543
168,160.0,160.0,98.76543209876543
169,160.0,160.0,98.76543209876543
170,160.0,160.0,98.76543209876543
171,160.0,160.0,98.76543209876543
172,160.0,160.0,98.76543209876543
173,160.0,160.0,98.76543209876543
174,160.0,160.0,98.76543209876543
175,160.0,160.0,98.76543209876543
176,160.0,160.0,98.76543209876543
177,160.0,160.0,98.76543209876543
178,160.0,160.0,98.76543209876543
179,160.0,160.0,98.76543209876543
180,160.0,160.0,98.76543209876543
181,160.0,160.0,98.76543209876543
182,160.0,160.0,98.76543209876543
183,160.0,160.0,98.76543209876543
184,160.0,160.0,98.76543209876543
185,160.0,160.0,98.76543209876543
186,160.0,160.0,98.76543209876543
187,160.0,160.0,98.76543209876543
188,160.0,160.0,98.76543209876543
189,160.0,160.0,98.76543209876543
190,160.0,160.0,98.76543209876543
191,160.0,160.0,98.76543209876543
192,160.0,160.0,98.76543209876543
193,160.0,160.0,98.76543209876543
194,160.0,160.0,98.76543209876543
195,160.0,160.0,98.76543209876543
196,160.0,160.0,98.76543209876543
197,160.0,160.0,98.76543209876543
198,160.0,160.0,98.76543209876543
199,160.0,160.0,98.76543209876543
200,160.0,160.0,98.76543209876543
201,160.0,160.0,98.76543209876543
202,160.0,160.0,98.76543209876543
203,160.0,160.0,98.76543209876543
204,160.0,160.0,98.76543209876543
205,160.0,160.0,98.76543209876543
206,160.0,160.0,98.76543209876543
207,160.0,160.0,98.76543209876543
208,160.0,160.0,98.76543209876543
209,160.0,160.0,98.76543209876543
210,160.0,160.0,98.76543209876543
211,160.0,160.0,98.76543209876543
212,160.0,160.0,98.76543209876543
213,160.0,160.0,98.76543209876543
214,160.0,160.0,98.76543209876543
215,160.0,160.0,98.76543209876543
216,160.0,160.0,98.76543209876543
217,160.0,160.0,98.76543209876543
218,160.0,160.0,98.76543209876543
219,160.0,160.0,98.76543209876543
220,160.0,160.0,98.76543209876543
221,160.0,160.0,98.76543209876543
222,160.0,160.0,98.76543209876543
223,160.0,160.0,98.76543209876543
224,160.0,160.0,98.76543209876543
225,160.0,160.0,98.76543209876543
226,160.0,160.0,98.76543209876543
227,160.0,160.0,98.76543209876543
228,160.0,160.0,98.76543209876543
229,160.0,160.0,98.76543209876543
230,160.0,160.0,98.76543209876543
231,160.0,160.0,98.76543209876543
232,160.0,160.0,98.76543209876543
233,160.0,160.0,98.76543209876543
234,160.0,160.0,98.76543209876543
235,160.0,160.0,98.76543209876543
236,160.0,160.0,98.76543209876543
237,160.0,160.0,98.76543209876543
238,160.0,160.0,98.76543209876543
239,160.0,160.0,98.76543209876543
240,160.0,160.0,98.76543209876543
241,160.0,160.0,98.76543209876543
242,160.0,160.0,98.76543209876543
243,160.0,160.0,98.76543209876543
244,160.0,160.0,98.76543209876543
245,160.0,160.0,98.76543209876543
246,160.0,160.0,98.76543209876543
247,160.0,160.0,98.76543209876543
248,160.0,160.0,98.76543209876543
249,160.0,160.0,98.76543209876543
250,160.0,160.0,98.76543209876543
251,160.0,160.0,98.76543209876543
252,160.0,160.0,98.76543209876543
253,160.0,160.0,98.76543209876543
254,160.0,160.0,98.76543209876543
255,160.0,160.0,98.76543209876543
256,160.0,160.0,98.76543209876543
257,160.0,160.0,98.76543209876543
258,160.0,160.0,98.76543209876543
259,160.0,160.0,98.76543209876543
260,160.0,160.0,98.76543209876543
261,160.0,160.0,98.76543209876543
262,160.0,160.0,98.76543209876543
263,160.0,160.0,98.76543209876543
264,160.0,160.0,98.76543209876543
265,160.0,160.0,98.76543209876543
266,160.0,160.0,98.76543209876543
267,160.0,160.0,98.76543209876543
268,160.0,160.0,98.76543209876543
269,160.0,160.0,98.76543209876543
270,160.0,160.0,98.76543209876543
271,160.0,160.0,98.76543209876543
272,160.0,160.0,98.76543209876543
273,160.0,160.0,98.76543209876543
274,160.0,160.0,98.76543209876543
275,160.0,160.0,98.76543209876543
276,160.0,160.0,98.76543209876543
277,160.0,160.0,98.76543209876543
278,160.0,160.0,98.76543209876543
279,160.0,160.0,98.76543209876543
280,160.0,160.0,98.76543209876543
281,160.0,160.0,98.76543209876543
282,160.0,160.0,98.76543209876543
283,160.0,160.0,98.76543209876543
284,160.0,160.0,98.76543209876543
285,160.0,160.0,98.76543209876543
286,160.0,160.0,98.76543209876543
287,160.0,160.0,98.76543209876543
288,160.0,160.0,98.76543209876543
289,160.0,160.0,98.76543209876543
290,160.0,160.0,98.76543209876543
291,160.0,160.0,98.76543209876543
292,160.0,160.0,98.76543209876543
293,160.0,160.0,98.76543209876543
294,160.0,160.0,98.76543209876543
295,160.0,160.0,98.76543209876543
296,160.0,160.0,98.76543209876543
297,160.0,160.0,98.76543209876543
298,160.0,160.0,98.76543209876543
299,160.0,160.0,98.76543209876543
